"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female_maturity","Male_maturity","Gestation","Weaning","Litter_size","Litters_pa","Interbirth_interval","Birth_weight","Weaning_weight","Adult_weight","Growth_rate","Maximum_longevity","Source","Specimen_origin","Sample_size","Data_quality","IMR","MRDT","Metabolic_rate","Body_mass","Temperature","References"
1892,"Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Microgale","talazaci","Talazacs shrew tenrec	639	639	61	29	2			3.6		50	0.0298	5.8	434	captivity	small	acceptable			0.243	44	303.95	36,420,434,455,731
01893	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Setifer	setosus	Greater hedgehog tenrec	198	258	54	24	3	1		24.7		225	0.0419	14.1	671	captivity	medium	acceptable			0.573	427.6	305.35	36,420,434,455,610,671,678,680,731,1136
01894	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Tenrec	ecaudatus	Tailess tenrec, or Tenrec	182		58	27	18	1.5		21	225	900	0.0445	8.7	671	captivity	small	acceptable			0.729	650	306.15	36,420,434,436,455,542,610,671,678,680,731
01895	Animalia	Chordata	Mammalia	Artiodactyla	Antilocapridae	Antilocapra	americana	Pronghorn	547	547	235	91	2	1	365	3000	8900	46100	0.0083	17	1306	captivity	medium	acceptable			50.973	34779.3	311.15	36,420,434,441,455,538,542,610,671,677,680,731,817,1135,1143,1306
01896	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Addax	nasomaculatus	Addax	1065		282	198	1	1	355	5600		92500		28	671	captivity	large	high						434,455,538,610,671,680
01897	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	melampus	Impala	456	395	198	167	1	1	365	5550	15900	52500	0.0043	25.6	671	captivity	large	high						434,455,610,671,676,677,680,731,1135
01898	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Alcelaphus	buselaphus	Hartebeest	730		247	193	1	1	365	9050		159000		22.5	671	captivity	medium	acceptable						455,671
01899	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ammodorcas	clarkei	Dibatag			204		1					30500				unknown	small	low						434,453,455
01900	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ammotragus	lervia	Aoudad	335		149	122	1.2	2	229	4500		92500	0.0053	21.7	671	captivity	large	acceptable						434,455,610,671,677,680,731
01901	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Antidorcas	marsupialis	Springbok	213	400	168	121	1	1	365	4160		39000	0.0137	19.8	671	captivity	large	high					312.55	434,448,455,542,671,731,1016
01902	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Antilope	cervicapra	Blackbuck	466		168	60	1	1.9	231	3850		37500		23.9	671	captivity	large	high						434,455,610,671,951
01903	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Beatragus	hunteri	Hirola	652	1278	283		1			8350		159000				unknown	small	low						455,610,671,1308
01904	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	bison	American bison	912	912	274	259	1	1	452	20000	158000	630000		33.5	671	captivity	large	high					311.85	80,82,434,441,455,542,610,671,680,951,1058,1142,1143
01905	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	bonasus	European bison	730	730	270	213	1	1	641	23375		610000		26.4	671	captivity	medium	acceptable					311.5	434,455,542,610,671,1047
01906	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	frontalis	Gaur	590	550	275	137	1	0.9	634	23000		825000		26.2	671	captivity	medium	acceptable						434,455,671,680,1135
01907	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	grunniens	Yak	738	738	274	228	1	0.8		18000		667000		26.3	671	captivity	large	high					311.15	106,107,434,455,541,610,671,1004,1389
01908	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	javanicus	Banteng	730		295	304	1	1				700000		27.1	671	captivity	medium	acceptable					311.95	434,455,671,680,1040,1143
01909	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	sauveli	Kouprey	755		260		1					800000				unknown	small	low						434,1308
01910	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	taurus	Domestic cattle	548	365	277		1	1				750000	0.0031	20	434	captivity	large	questionable			306.77	347000	311.15	36,189,434,436,715,731,978,1071,1136,1262,1308,1389
01911	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Boselaphus	tragocamelus	Nilgai	815		255		1.5	1	365	5875		180000		21.7	671	captivity	large	high						455,671,951
01912	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bubalus	bubalis	Water buffalo	502		311		1.375	1	365	37500		725000		34.9	671	captivity	medium	acceptable					311.25	81,82,434,455,610,671,1013,1389
01913	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bubalus	depressicornis	Anoa	730	730	300		1	1				155000		36.1	671	captivity	medium	acceptable						434,448,455,610,671,978
01914	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bubalus	mindorensis	Tamaraw	755		300		1	0.5	1095			240000				unknown	small	low						455,542,610,687,978,1308
01915	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bubalus	quarlesi	Mountain anoa	755		295		1	1				150000		29.2	671	captivity	tiny	acceptable						671,730,978,1308
01916	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Budorcas	taxicolor	Takin	730	730	210		1	1	365	6000		180000		21.9	671	captivity	medium	acceptable						434,448,455,671
01917	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	caucasica	West Caucasian tur	890	1085	157		1			3850		70000		19.3	671	captivity	medium	acceptable						434,455,610,671,1308
01918	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	cylindricornis	East Caucasian tur	1019	914	161	182	1.2	1		3787.5		50000		20.2	671	captivity	small	acceptable						434,455,610,671
01919	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	falconeri	Markhor	745		163	167	2					41000		19.1	671	captivity	large	high						434,455,610,671
01920	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	hircus	Domestic goat	406	685	155		1.5	1	451	2250		61000	0.0041	20.8	671	captivity	large	high					312.45	133,434,455,511,610,671,677,731,951,1022,1135,1356,1389
01921	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	ibex	Ibex	797	1256	169	274	1.1	0.8	489	2850		82500	0.005	21	1306	captivity	large	acceptable						434,455,610,671,677,680,731,1135,1143,1306
01922	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	nubiana	Nubian ibex	818	1256	150		1					46250		22.4	John Gramieri, pers. comm.	captivity	large	acceptable						730,978,1308
01923	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	pyrenaica	Spanish ibex	548	1096	165		1.5					57500				unknown	tiny	low						542,671
01924	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	sibirica	Siberian ibex	797	1541	175					3640		130000		22.3	671	captivity	medium	acceptable						671,730,978,1308
01925	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capricornis	crispus	Japanese serow	1095	1095	215		1	1	548	3510.5		80000		24	671	captivity	small	acceptable						434,448,455,610,671,978
01926	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capricornis	sumatraensis	Serow	912	1004	213		1	1		3500		95000		18.5	671	captivity	small	acceptable						434,542,610,671
01927	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus	dorsalis	Bay duiker	578		236		1			1610		11600		17.5	671	captivity	small	acceptable						455,610,671
01928	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus	jentinki	Jentinks duiker",NA,NA,NA,NA,1,NA,NA,4581,NA,70000.3,NA,21,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"671,730,978"
1929,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","natalensis","Natal duiker",NA,NA,213,NA,1,NA,235,955,NA,10000,NA,15.2,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,610,671,978"
1930,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","niger","Black duiker",NA,NA,128,NA,1,NA,NA,1940,NA,18100,NA,14.8,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,978"
1931,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","nigrifrons","Black-fronted duiker",NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,17.9,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,610,671"
1932,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","rufilatus","Red-flanked duiker",270,270,230,NA,1,NA,NA,943,NA,13000,NA,15.2,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,448,455,671"
1933,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","silvicultor","Yellow-backed duiker",NA,NA,165,38,1,1,306,2400,20512.5,62000,NA,22.5,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,978"
1934,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","weynsi","Weynss duiker			213							10000		15.2	671	captivity	small	acceptable						671,1308
01935	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus	zebra	Zebra duiker			227		1			1707.5		17500.1				unknown	small	low						455,671,730
01936	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Connochaetes	gnou	Black wildebeest	763	1096	259	228	1			11000		132250		21.8	671	captivity	medium	acceptable						455,610,671,951,1308
01937	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Connochaetes	taurinus	Blue wildebeest	411	912	253	278	1	1	365	18125		164500	0.0026	24.3	671	captivity	large	high			230.073	196500	311.15	36,420,455,610,671,677,680,731,1135
01938	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	lunatus	Topi	639		238		1	0.6		11100		110000		35	1306	captivity	medium	acceptable						434,455,542,671,676,1135,1306
01939	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	pygargus	Bontebok, or Sassaby, or Blesbok	707		243	152	1.2		365	6792		84500	0.0056	23	671	captivity	large	high						434,455,671,677,680,731,817
01940	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	rufifrons	Red-fronted gazelle	365		175		1					15011		14.5	671	captivity	medium	acceptable						434,455,610,671,1308
01941	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	thomsonii	Thomsons gazelle",365,180,170,102,1,1.5,190,2600,NA,25000,NA,20,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,680,1308"
1942,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Gazella","bennettii","Indian gazelle",485,637,172,NA,NA,NA,NA,NA,NA,18916.7,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"671,730,1308"
1943,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Gazella","cuvieri","Cuviers gazelle	349	180	171		1.5		274			17500		17.9	671	captivity	medium	acceptable						455,610,671
01944	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella	dorcas	Dorcas gazelle	730	589	182	82	1	1	338	1650	7000	14500		23.7	671	captivity	large	high					312.05	434,455,610,671,680,1063,1142
01945	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella	gazella	Mountain gazelle	476	685	180	88	1	1.5	297	2360		23250		18.3	671	captivity	large	high					312.65	359,434,455,610,671,1041,1308
01946	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella	leptoceros	Rhim gazelle	157		176		1			4640		48500		14.6	671	captivity	medium	acceptable						434,455,542,671
01947	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella	saudiya	Saudi gazelle	499	637	156							32185.7		21	1306	captivity	medium	acceptable						1306,1308
01948	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella	spekei	Spekes gazelle",511,NA,197,NA,1,NA,205,1253.33,NA,20000,NA,NA,"","unknown","medium","low",NA,NA,NA,NA,NA,"455,610,671,1142"
1949,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Gazella","subgutturosa","Goitered gazelle",646,746,175,106,1.3,1,NA,2625,13500,48500,NA,16.3,"671","captivity","large","high",NA,NA,NA,NA,312.65,"434,455,542,610,671,951,1018"
1950,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hemitragus","hylocrius","Nilgiri tahr",669,NA,188,152,1.3,NA,246,NA,NA,75000,NA,17.3,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,542,671,730"
1951,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hemitragus","jayakari","Arabian tahr",NA,NA,164,NA,1,NA,NA,NA,NA,23000,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"671,730,978"
1952,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hemitragus","jemlahicus","Himalayan tahr",547,730,183,151,1,1,365,2000,NA,35200,NA,24,"1306","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,676,1306"
1953,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hippotragus","equinus","Roan antelope",730,814,284,183,1,NA,331,15167,NA,225000,NA,25.9,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,545,671"
1954,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hippotragus","niger","Sable antelope",768,1184,271,213,1,1,365,16375,NA,225000,NA,22.2,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,671"
1955,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Kobus","ellipsiprymnus","Waterbuck",771,NA,264,213,1,1,365,9000,NA,175333,NA,30,"671","captivity","large","high",NA,NA,148.949,1e+05,311.85,"36,434,455,610,671,676,677,680,1032,1135"
1956,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Kobus","kob","Kob",403,365,251,189,1,1.3,NA,5405,31600,105000,NA,21.9,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671,676,680"
1957,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Kobus","leche","Lechwe",898,1050,229,137,1,NA,NA,5100,NA,94800,NA,27,"1306","captivity","large","acceptable",NA,NA,NA,NA,NA,"455,542,671,1135,1306"
1958,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Kobus","megaceros","Nile lechwe",730,730,235,NA,1,1,353,5100,NA,90000,NA,21.1,"671","captivity","large","high",NA,NA,NA,NA,NA,"455,542,671"
1959,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Litocranius","walleri","Gerenuk",359,NA,204,241,1,NA,241,NA,NA,43500,NA,17.3,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,542,671,978"
1960,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Madoqua","guentheri","Gunthers dik-dik	139		178	84	1	2		681.67	2825.5	4550		17.5	671	captivity	small	acceptable					310.95	610,671,1064,1308
01961	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	kirkii	Kirks dik-dik",213,304,172,71,1,2,244,600,1780,5000,0.0124,17.3,"671","captivity","medium","acceptable",NA,NA,11.966,4290,312.15,"36,434,455,610,671,677,680,731,1049"
1962,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Naemorhedus","baileyi","Red goral",950,500,213,NA,1.5,NA,NA,NA,NA,28863,NA,19,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,978,1308"
1963,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Naemorhedus","caudatus","Chinese goral",950,500,215,NA,NA,NA,NA,NA,NA,27000,NA,20.3,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,730,1308"
1964,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Naemorhedus","goral","Goral",500,500,215,NA,1,1,365,2000,NA,31750,NA,17.6,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"448,455,671"
1965,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Nanger","dama","Dama gazelle",109,NA,208,NA,1,NA,182,NA,NA,73000,NA,19.3,"671","captivity","large","acceptable",NA,NA,NA,NA,312.35,"455,610,671,978,1031,1308"
1966,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Nanger","granti","Grants gazelle	251		196		1			5602.5		67000		23	1306	captivity	medium	acceptable						434,455,610,671,1306
01967	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Nanger	soemmerringii	Soemmerrings gazelle",640,NA,190,NA,1,NA,NA,NA,NA,48500,NA,15.5,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671"
1968,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Neotragus","moschatus","Suni",183,183,180,NA,1,NA,NA,NA,NA,6500,NA,13.5,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,671"
1969,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Neotragus","pygmaeus","Royal antelope",487,685,183,NA,1,NA,NA,NA,NA,2250,NA,11.1,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,671,978,1308"
1970,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oreamnos","americanus","Mountain goat",912,912,184,122,1.2,1,365,3200,NA,90000,NA,20.8,"671","captivity","small","acceptable",NA,NA,46.414,32000,NA,"36,434,441,448,455,671,1135,1143"
1971,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oreotragus","oreotragus","Klipspringer",365,365,196,137,1,1,365,1130,NA,12000,NA,25.9,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671"
1972,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oryx","dammah","Scimitar-horned oryx",639,550,247,NA,1,NA,NA,10317,NA,177500,NA,27.5,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,610,671,680,1308"
1973,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oryx","gazella","Gemsbok",550,550,270,NA,1,1.3,NA,12000,NA,170000,NA,23.8,"671","captivity","large","high",NA,NA,NA,NA,312.05,"434,448,455,542,610,671,1003"
1974,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Arabian oryx",794,550,243,137,1,1,NA,NA,NA,121350,NA,20.8,"671","captivity","large","high",NA,NA,NA,NA,311.65,"434,455,610,671,680,951,1042,1142,1308"
1975,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ourebia","ourebi","Oribi",304,426,193,137,1,1.5,185,2235,NA,17000,NA,15.9,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"434,455,671,680"
1976,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovibos","moschatus","Muskox",1096,1278,258,213,1,0.8,608,11460,NA,315000,0.0041,27.4,"671","captivity","medium","acceptable",NA,NA,NA,NA,310.85,"434,441,455,542,610,671,677,680,731,1037"
1977,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","ammon","Argali",403,823,170,135,1,1,365,3400,NA,160000,NA,16.8,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"455,542,671"
1978,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","aries","Domestic sheep, or Mouflon",548,914,146,NA,1.58,1,365,2370,NA,80000,NA,22.8,"671","captivity","large","high",NA,NA,NA,NA,311.95,"81,189,285,286,287,455,490,610,671,677,750,789,817,978,1015,1135,1136,1143,1150,1161,1389"
1979,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","canadensis","Bighorn sheep",707,749,180,152,1,1,365,4400,28000,70275,0.0031,20.6,"671","captivity","medium","acceptable",NA,NA,114.674,67030.8,311.15,"36,420,441,455,573,671,731,800,1135,1143,1202"
1980,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","dalli","Dalls sheep	684	639	173	129	1	1	365	2819		73100		19.6	671	captivity	medium	acceptable	0.05	1.5				2,81,441,455,671,1135
01981	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Pelea	capreolus	Common rhebok			261		1					25000				unknown	small	low						434,455,542,671
01982	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Philantomba	maxwellii	Maxwells duiker",730,685,120,61,1,1,NA,832,NA,7000,NA,18.3,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,610,638,671,1308"
1983,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Philantomba","monticola","Blue duiker",487,685,193,NA,1,NA,265,800,NA,6250,NA,15.9,"671","captivity","medium","acceptable",NA,NA,10.075,4200,312.55,"36,434,455,542,671,1055"
1984,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Procapra","gutturosa","Mongolian gazelle",532,NA,185,NA,1.3,1,365,2900,NA,30000,NA,12,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,546,610,671"
1985,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Pseudois","nayaur","Bharal",730,NA,160,182,1.5,NA,NA,NA,NA,55000,NA,20.9,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,542,573,610,671,680"
1986,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Raphicerus","campestris","Steenbok",238,243,197,91,1,NA,215,920,NA,13000,NA,9.3,"671","captivity","medium","acceptable",NA,NA,20.619,9600,312.55,"36,455,671,1032"
1987,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Raphicerus","melanotis","Cape grysbok",NA,NA,NA,NA,NA,NA,NA,NA,NA,10249.9,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"671,730"
1988,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Redunca","arundinum","Southern reedbuck",NA,NA,224,NA,1,NA,376,4500,NA,58000,NA,16.8,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"455,671"
1989,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Redunca","fulvorufula","Mountain reedbuck",388,335,216,NA,1,1.1,353,3000,NA,30000,0.0093,15,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,542,610,671,677,680,731"
1990,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Redunca","redunca","Bohar reedbuck",502,502,228,NA,1,NA,NA,NA,NA,45500,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"455,671"
1991,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","Pyrenean chamois",674,669,150,NA,NA,NA,NA,NA,NA,30000,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"671,730,800,1143,1308"
1992,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","rupicapra","Chamois",674,669,122,76,1,1,365,2400,NA,37500,NA,17.6,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671,1135,1143,1150"
1993,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Saiga","tatarica","Saiga",331,669,152,87,1.7,1,365,3500,14500,37500,0.0065,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"434,455,610,671,677,680,731"
1994,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Sylvicapra","grimmia","Bush duiker",255,255,165,191,1,1.4,245,1612,NA,18500,NA,15.4,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671,677,817"
1995,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","African buffalo",1475,1674,331,289,1,0.4,635,44000,166000,7e+05,0.0026,32.8,"Thomas Brockmann, pers. comm.","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,610,676,677,680,731,1135,1143"
1996,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Taurotragus","derbianus","Giant eland",1107,1461,264,NA,1,NA,NA,NA,NA,680000,NA,20.3,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"610,671,1308"
1997,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Taurotragus","oryx","Eland",589,571,274,182,1,NA,340,32000,NA,5e+05,0.0019,26.1,"671","captivity","large","high",NA,NA,190.209,141404,309.65,"36,434,455,610,671,677,680,731,1032"
1998,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tetracerus","quadricornis","Four-horned antelope",365,NA,212,NA,1.5,NA,316,1044,NA,19000,NA,17.4,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,671"
1999,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","angasii","Nyala",452,NA,224,213,1,1.2,295,5232.5,NA,120000,NA,23,"1306","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,542,671,680,817,1306"
2000,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","eurycerus","Bongo",806,914,288,NA,1,0.7,NA,19800,NA,307500,NA,22,"1306","captivity","large","acceptable",NA,NA,NA,NA,NA,"434,455,610,671,680,1306"
2001,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","imberbis","Lesser kudu",504,504,235,274,1,1.3,259,6000,NA,82500,0.0095,19.8,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671,677,680,731,978"
2002,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","scriptus","Bushbuck",496,NA,188,NA,1,1.5,236,3800,NA,60000,0.0044,15.3,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,542,610,671,677,680,731,978"
2003,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","spekii","Sitatunga",401,NA,242,NA,1,1,353,4000,NA,87500,NA,22.6,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,610,671,680"
2004,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","strepsiceros","Greater kudu",517,NA,228,183,1,1,365,15000,NA,217500,NA,23.5,"671","captivity","large","high",NA,NA,NA,NA,312.05,"455,542,671,951,1027,1135"
2005,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Camelus","bactrianus","Bactrian camel",1278,1278,395,NA,1,0.5,730,36000,NA,475000,NA,35.4,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,436,455,671,1352,1389"
2006,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Camelus","dromedarius","Dromedary",1095,2191,405,500,1,0.7,607,37000,253484,434000,NA,28.4,"671","captivity","medium","acceptable",NA,NA,224.779,407000,310.65,"36,302,303,434,455,610,671,680,1014,1136,1389"
2007,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Lama","glama","Llama",800,800,330,NA,1,1,NA,11000,NA,140000,NA,28.9,"671","captivity","large","high",NA,NA,148.94,115000,311.45,"36,434,455,671,978,1050,1389"
2008,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Lama","guanicoe","Guanaco",365,730,335,345,1,0.5,NA,11500,NA,127500,NA,33.7,"671","captivity","large","high",NA,NA,NA,NA,311.15,"434,455,610,671,1002"
2009,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Vicugna","pacos","Alpaca",432,500,345,213,1.04,NA,NA,7210,NA,62000,NA,25.8,"671","captivity","large","high",NA,NA,NA,NA,312.25,"434,455,671,1001"
2010,"Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Vicugna","vicugna","Vicugna",730,730,340,213,1,0.7,548,5740,NA,50000,0.0057,31.6,"671","captivity","medium","acceptable",NA,NA,NA,NA,313.05,"434,455,610,671,680,731,1050"
